"id","title","slug","risk_score","salary","growth_rate","demand_level","description","created_at","calculated_risk","polling_risk","votes_count","hourly_salary","growth_projection_year","volume","job_score","ai_analysis","synonyms","job_code"
"01494158-732c-4cd0-bd9e-b2253f30afac","Family and Consumer Sciences Teachers, Postsecondary","family-and-consumer-sciences-teachers-postsecondary","7","₹4,00,000 - ₹18,00,000","High","High","A Family and Consumer Sciences Teachers, Postsecondary is a professional role involving various specialized tasks. The risk of automation is estimated at 7% based on market trends.","2026-03-27 08:53:06.973445",,,"0",,,,,,"Family and Consumer Sciences Teachers, Postsecondary, Family, Consumer Sciences Teachers, Postsecondary, Family and Consumer Sciences Teachers, Postsecondary","AIVSME:8EJ0TUZ"
"01585d4c-0a20-4b53-ab96-80e607917058","E-commerce Technologist","e-commerce-technologist","20","₹9,00,000 - ₹12,00,000","High","Low","A E-commerce Technologist is an occupation specializing in technologist within the E-commerce domain. The automation risk for this role is currently rated at 20%.","2026-03-27 08:53:11.119311",,,"0",,,,,,"Technologist, E-commerce Specialist","AIVSME:RDG7W0V"
"015971aa-b4fb-405e-80f0-9bf65c52a9e0","Marketing Associate","marketing-associate","77","₹5,00,000 - ₹20,00,000","Declining","High","A Marketing Associate is an occupation specializing in associate within the Marketing domain. The automation risk for this role is currently rated at 77%.","2026-03-27 08:53:11.613189",,,"0",,,,,,"Associate, Marketing Specialist","AIVSME:QBWTE16"
"0163ecec-fc35-45f2-8fe5-27a5c7003e82","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","janitors-and-cleaners-except-maids-and-housekeeping-cleaners","26","₹4,00,000 - ₹18,00,000","High","Very High","A Janitors and Cleaners, Except Maids and Housekeeping Cleaners is a professional role involving various specialized tasks. The risk of automation is estimated at 26% based on market trends.","2026-03-27 08:53:07.994258",,,"0",,,,,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners, Janitors, Cleaners, Except Maids, Housekeeping Cleaners, Janitors and Cleaners, Except Maids and Housekeeping Cleaners","AIVSME:Q53YJML"
"019a546e-1bca-4e88-af16-9da70bb52aaf","Insurance Designer","insurance-designer","79","₹7,00,000 - ₹14,00,000","Declining","Low","A Insurance Designer is an occupation specializing in designer within the Insurance domain. The automation risk for this role is currently rated at 79%.","2026-03-27 08:53:11.119311",,,"0",,,,,,"Designer, Insurance Specialist","AIVSME:SRQKDFR"
"01a02407-60b8-457b-8de8-d5a04b022cd9","Cytogenetic Technologists","cytogenetic-technologists","17","₹4,00,000 - ₹18,00,000","High","Medium","A Cytogenetic Technologists is a professional role involving various specialized tasks. The risk of automation is estimated at 17% based on market trends.","2026-03-27 08:53:06.728268",,,"0",,,,,,"Cytogenetic Technologists","AIVSME:2PLHPKM"
"01b1d726-0270-4650-8eac-361aff2631a1","Legal Artist","legal-artist","39","₹8,00,000 - ₹25,00,000","High","Medium","A Legal Artist is an occupation specializing in artist within the Legal domain. The automation risk for this role is currently rated at 39%.","2026-03-27 08:53:09.926005",,,"0",,,,,,"Artist, Legal Specialist","AIVSME:2OCVZSI"
"0208cfb9-073d-4498-98f6-f81f05d5c137","Public Policy Analyst","public-policy-analyst","25","₹12,00,000 - ₹17,00,000","High","High","A Public Policy Analyst is an occupation specializing in analyst within the Public Policy domain. The automation risk for this role is currently rated at 25%.","2026-03-27 08:53:13.302902",,,"0",,,,,,"Analyst, Public Policy Specialist","AIVSME:BJA98V3"
"0209eee5-19af-4227-9ad5-17c3945d1a57","Motorboat Mechanics and Service Technicians","motorboat-mechanics-and-service-technicians","9","₹4,00,000 - ₹18,00,000","High","Low","A Motorboat Mechanics and Service Technicians is a professional role involving various specialized tasks. The risk of automation is estimated at 9% based on market trends.","2026-03-27 08:53:08.232549",,,"0",,,,,,"Motorboat Mechanics and Service Technicians, Motorboat Mechanics, Service Technicians","AIVSME:0IEHA4N"
"0224a485-4382-42fd-b463-168b972c1353","Nanotechnology Designer","nanotechnology-designer","33","₹7,00,000 - ₹15,00,000","High","High","A Nanotechnology Designer is an occupation specializing in designer within the Nanotechnology domain. The automation risk for this role is currently rated at 33%.","2026-03-27 08:53:13.785498",,,"0",,,,,,"Designer, Nanotechnology Specialist","AIVSME:Y2FNLDT"
"022b6a3a-5905-4ced-bf04-0f55b5fcbec2","Cloud Computing Officer","cloud-computing-officer","38","₹8,00,000 - ₹16,00,000","High","Low","A Cloud Computing Officer is an occupation specializing in officer within the Cloud Computing domain. The automation risk for this role is currently rated at 38%.","2026-03-27 08:53:13.548008",,,"0",,,,,,"Officer, Cloud Computing Specialist","AIVSME:NY4U8H4"
"0236af47-80d0-45ad-b571-fbd22df07a35","Surgeon","surgeon","2","₹20,00,000 - ₹80,00,000","High","High","A Surgeon is responsible for various tasks in the Healthcare sector. The risk of automation is estimated at 2% based on current AI and robotics trends.","2026-03-27 08:53:06.176709",,,"0",,,,,,"Specialist, Operative Doctor","AIVSME:H1BAAFD"
"023bf2cd-81b2-43b2-af1f-1a2bf5f21a80","Cloud Computing Counsel","cloud-computing-counsel","49","₹12,00,000 - ₹16,00,000","Steady","High","A Cloud Computing Counsel is an occupation specializing in counsel within the Cloud Computing domain. The automation risk for this role is currently rated at 49%.","2026-03-27 08:53:13.548008",,,"0",,,,,,"Counsel, Cloud Computing Specialist","AIVSME:CBCN24Z"
"023ccafa-550f-40ba-80f2-2393227f1023","Mining Architect","mining-architect","31","₹5,00,000 - ₹25,00,000","High","Very High","A Mining Architect is an occupation specializing in architect within the Mining domain. The automation risk for this role is currently rated at 31%.","2026-03-27 08:53:12.579007",,,"0",,,,,,"Architect, Mining Specialist","AIVSME:X6O6MM5"
"0241edc1-549e-46aa-b0b3-4020d825a633","Cyber Intelligence Producer","cyber-intelligence-producer","63","₹12,00,000 - ₹20,00,000","Steady","High","A Cyber Intelligence Producer is an occupation specializing in producer within the Cyber Intelligence domain. The automation risk for this role is currently rated at 63%.","2026-03-27 08:53:13.548008",,,"0",,,,,,"Producer, Cyber Intelligence Specialist","AIVSME:6SSUQMR"
"0246868c-1191-49ca-be11-d119cdd3782d","Tool Grinders, Filers, and Sharpeners","tool-grinders-filers-and-sharpeners","42","₹4,00,000 - ₹18,00,000","Steady","Very High","A Tool Grinders, Filers, and Sharpeners is a professional role involving various specialized tasks. The risk of automation is estimated at 42% based on market trends.","2026-03-27 08:53:08.977539",,,"0",,,,,,"Tool Grinders, Filers, and Sharpeners, Tool Grinders, Filers,, Sharpeners, Tool Grinders, Filers, and Sharpeners","AIVSME:1PUDZ8J"
"025df775-fee2-4034-b74b-e5da2060b6e1","Construction Auditor","construction-auditor","57","₹12,00,000 - ₹12,00,000","Steady","Medium","A Construction Auditor is an occupation specializing in auditor within the Construction domain. The automation risk for this role is currently rated at 57%.","2026-03-27 08:53:09.926005",,,"0",,,,,,"Auditor, Construction Specialist","AIVSME:B3PB2S1"
"0260ce59-d1a1-4461-a757-c0e273ea258c","Sustainability Instructor","sustainability-instructor","27","₹11,00,000 - ₹18,00,000","High","Low","A Sustainability Instructor is an occupation specializing in instructor within the Sustainability domain. The automation risk for this role is currently rated at 27%.","2026-03-27 08:53:11.374437",,,"0",,,,,,"Instructor, Sustainability Specialist","AIVSME:6QRDCTL"
"02aaec93-3535-4c53-a257-4302be65e7d7","Venture Capital Instructor","venture-capital-instructor","30","₹10,00,000 - ₹17,00,000","High","Low","A Venture Capital Instructor is an occupation specializing in instructor within the Venture Capital domain. The automation risk for this role is currently rated at 30%.","2026-03-27 08:53:13.302902",,,"0",,,,,,"Instructor, Venture Capital Specialist","AIVSME:RLMWX4Y"
"02bbf16c-bf04-4de9-b2a1-48c462c560da","Painting, Coating, and Decorating Workers","painting-coating-and-decorating-workers","59","₹4,00,000 - ₹18,00,000","Steady","Very High","A Painting, Coating, and Decorating Workers is a professional role involving various specialized tasks. The risk of automation is estimated at 59% based on market trends.","2026-03-27 08:53:08.232549",,,"0",,,,,,"Painting, Coating, and Decorating Workers, Painting, Coating,, Decorating Workers, Painting, Coating, and Decorating Workers","AIVSME:JL518AU"
"02c42cb0-d655-4dbd-893e-372f5fdf5142","Mental Health Manager","mental-health-manager","57","₹5,00,000 - ₹24,00,000","Steady","Low","A Mental Health Manager is an occupation specializing in manager within the Mental Health domain. The automation risk for this role is currently rated at 57%.","2026-03-27 08:53:13.785498",,,"0",,,,,,"Manager, Mental Health Specialist","AIVSME:CUE0Z1P"
"02cc5a18-2ba9-4e31-a59a-c86d1e222055","Venture Capital Coach","venture-capital-coach","10","₹6,00,000 - ₹24,00,000","High","Medium","A Venture Capital Coach is an occupation specializing in coach within the Venture Capital domain. The automation risk for this role is currently rated at 10%.","2026-03-27 08:53:13.302902",,,"0",,,,,,"Coach, Venture Capital Specialist","AIVSME:1UBY9QW"
"02ce9b24-2559-43bc-b26f-a4277c3dc273","Engineering Teachers, Postsecondary","engineering-teachers-postsecondary","27","₹4,00,000 - ₹18,00,000","High","Low","A Engineering Teachers, Postsecondary is a professional role involving various specialized tasks. The risk of automation is estimated at 27% based on market trends.","2026-03-27 08:53:06.973445",,,"0",,,,,,"Engineering Teachers, Postsecondary, Engineering Teachers, Postsecondary","AIVSME:FCHMEVI"
"02dc2a02-c96b-4322-9206-64bbe7df9680","Human Resources Manager","human-resources-manager","65","₹10,00,000 - ₹20,00,000","Steady","Medium","A Human Resources Manager is an occupation specializing in manager within the Human Resources domain. The automation risk for this role is currently rated at 65%.","2026-03-27 08:53:11.851993",,,"0",,,,,,"Manager, Human Resources Specialist","AIVSME:YYULPWQ"
"02e28f11-4e18-484a-a826-abf3d5c025a4","Airline Pilots, Copilots, and Flight Engineers","airline-pilots-copilots-and-flight-engineers","63","₹4,00,000 - ₹18,00,000","Steady","Medium","A Airline Pilots, Copilots, and Flight Engineers is a professional role involving various specialized tasks. The risk of automation is estimated at 63% based on market trends.","2026-03-27 08:53:06.472397",,,"0",,,,,,"Airline Pilots, Copilots, and Flight Engineers, Airline Pilots, Copilots,, Flight Engineers, Airline Pilots, Copilots, and Flight Engineers","AIVSME:KQZPDFG"
"02ec6f8f-cb30-4e03-b5c5-79f1958f3631","Transportation Consultant","transportation-consultant","72","₹7,00,000 - ₹20,00,000","Declining","High","A Transportation Consultant is an occupation specializing in consultant within the Transportation domain. The automation risk for this role is currently rated at 72%.","2026-03-27 08:53:10.163579",,,"0",,,,,,"Consultant, Transportation Specialist","AIVSME:Y6IERPT"
"030f3257-658d-4a09-a7fe-12059c34cdac","Mechanic","mechanic","20","₹2,40,000 - ₹7,20,000","High","High","A Mechanic is responsible for various tasks in the Skilled sector. The risk of automation is estimated at 20% based on current AI and robotics trends.","2026-03-27 08:53:06.176709",,,"0",,,,,,"Auto Mechanic, Repairman, Fitter","AIVSME:FSHAMZI"
"0312b3b4-f921-4bf5-ab8c-14e89fe67197","Automotive Editor","automotive-editor","9","₹7,00,000 - ₹15,00,000","High","Medium","A Automotive Editor is an occupation specializing in editor within the Automotive domain. The automation risk for this role is currently rated at 9%.","2026-03-27 08:53:10.879174",,,"0",,,,,,"Editor, Automotive Specialist","AIVSME:P1661XN"
"03239661-9bf6-47ed-9d6a-7c9a7ed34750","Human Resources Designer","human-resources-designer","5","₹7,00,000 - ₹18,00,000","High","Low","A Human Resources Designer is an occupation specializing in designer within the Human Resources domain. The automation risk for this role is currently rated at 5%.","2026-03-27 08:53:11.851993",,,"0",,,,,,"Designer, Human Resources Specialist","AIVSME:O8SUM67"
"0323970d-386c-4b01-a247-df8b078de6cf","Government Counsel","government-counsel","21","₹11,00,000 - ₹15,00,000","High","High","A Government Counsel is an occupation specializing in counsel within the Government domain. The automation risk for this role is currently rated at 21%.","2026-03-27 08:53:11.374437",,,"0",,,,,,"Counsel, Government Specialist","AIVSME:IK9G49D"
"032af887-c908-4c4c-96b5-66fa209fd838","Pharmaceutical Specialist","pharmaceutical-specialist","25","₹10,00,000 - ₹13,00,000","High","Very High","A Pharmaceutical Specialist is an occupation specializing in specialist within the Pharmaceutical domain. The automation risk for this role is currently rated at 25%.","2026-03-27 08:53:10.879174",,,"0",,,,,,"Specialist, Pharmaceutical Specialist","AIVSME:UZFBY5Z"
"0366cb33-dfba-4d90-ac6e-76307a2f921c","Media Producer","media-producer","33","₹9,00,000 - ₹20,00,000","High","High","A Media Producer is an occupation specializing in producer within the Media domain. The automation risk for this role is currently rated at 33%.","2026-03-27 08:53:10.163579",,,"0",,,,,,"Producer, Media Specialist","AIVSME:FQDA18Z"
"0372ef02-af83-4653-bcb3-a4f8e5b72d4a","Passenger Attendants","passenger-attendants","76","₹4,00,000 - ₹18,00,000","Declining","Medium","A Passenger Attendants is a professional role involving various specialized tasks. The risk of automation is estimated at 76% based on market trends.","2026-03-27 08:53:08.232549",,,"0",,,,,,"Passenger Attendants","AIVSME:1EQ3UXI"
"038a4ad7-656f-4af0-be82-271f61bf4bfc","Genomics Lead","genomics-lead","80","₹9,00,000 - ₹13,00,000","Declining","Low","A Genomics Lead is an occupation specializing in lead within the Genomics domain. The automation risk for this role is currently rated at 80%.","2026-03-27 08:53:14.587954",,,"0",,,,,,"Lead, Genomics Specialist","AIVSME:0PO9WJM"
"03cc0574-c012-4b8c-9a16-b2a35266f5f4","First-Line Supervisors of Farming, Fishing, and Forestry Workers","first-line-supervisors-of-farming-fishing-and-forestry-workers","28","₹4,00,000 - ₹18,00,000","High","Medium","A First-Line Supervisors of Farming, Fishing, and Forestry Workers is a professional role involving various specialized tasks. The risk of automation is estimated at 28% based on market trends.","2026-03-27 08:53:06.973445",,,"0",,,,,,"First-Line Supervisors of Farming, Fishing, and Forestry Workers, First-Line Supervisors of Farming, Fishing,, Forestry Workers, First-Line Supervisors of Farming, Fishing, and Forestry Workers","AIVSME:FWSS4LD"
"03d2520d-0920-4b81-b0db-6ee5bfb3f91d","Digital Marketing Expert","digital-marketing-expert","67","₹7,00,000 - ₹20,00,000","Steady","Medium","A Digital Marketing Expert is an occupation specializing in expert within the Digital Marketing domain. The automation risk for this role is currently rated at 67%.","2026-03-27 08:53:14.025718",,,"0",,,,,,"Expert, Digital Marketing Specialist","AIVSME:1780RRI"
"04009179-2af2-4d61-ad8b-7fff02282546","Fence Erectors","fence-erectors","30","₹4,00,000 - ₹18,00,000","High","Medium","A Fence Erectors is a professional role involving various specialized tasks. The risk of automation is estimated at 30% based on market trends.","2026-03-27 08:53:06.973445",,,"0",,,,,,"Fence Erectors","AIVSME:PLZDTMW"
"0408a0d6-ee4c-4e29-b99c-16698bd0871e","Photographic Process Workers and Processing Machine Operators","photographic-process-workers-and-processing-machine-operators","82","₹4,00,000 - ₹18,00,000","Declining","Low","A Photographic Process Workers and Processing Machine Operators is a professional role involving various specialized tasks. The risk of automation is estimated at 82% based on market trends.","2026-03-27 08:53:08.472347",,,"0",,,,,,"Photographic Process Workers and Processing Machine Operators, Photographic Process Workers, Processing Machine Operators","AIVSME:78JCOF1"
"0408fd27-9eec-492f-83ad-3d255979fffe","Marketing Lead","marketing-lead","25","₹8,00,000 - ₹16,00,000","High","High","A Marketing Lead is an occupation specializing in lead within the Marketing domain. The automation risk for this role is currently rated at 25%.","2026-03-27 08:53:11.613189",,,"0",,,,,,"Lead, Marketing Specialist","AIVSME:DIBH2FN"
"040f848e-8dd8-4859-9b1f-63c5a05652bf","Entertainment Researcher","entertainment-researcher","34","₹7,00,000 - ₹25,00,000","High","High","A Entertainment Researcher is an occupation specializing in researcher within the Entertainment domain. The automation risk for this role is currently rated at 34%.","2026-03-27 08:53:10.640939",,,"0",,,,,,"Researcher, Entertainment Specialist","AIVSME:83RFFR6"
"0415bea4-4972-491c-87a0-b6b96b15000c","Mining Producer","mining-producer","57","₹10,00,000 - ₹23,00,000","Steady","High","A Mining Producer is an occupation specializing in producer within the Mining domain. The automation risk for this role is currently rated at 57%.","2026-03-27 08:53:12.579007",,,"0",,,,,,"Producer, Mining Specialist","AIVSME:BNIGRVE"
"04338fbf-5f36-4df7-b831-4ea32fcdb77a","Urban Planning Advisor","urban-planning-advisor","76","₹12,00,000 - ₹26,00,000","Declining","High","A Urban Planning Advisor is an occupation specializing in advisor within the Urban Planning domain. The automation risk for this role is currently rated at 76%.","2026-03-27 08:53:13.548008",,,"0",,,,,,"Advisor, Urban Planning Specialist","AIVSME:V9DJ7RW"
"0444dded-26dd-4803-adea-300485bbc8ab","Digital Marketing Scientist","digital-marketing-scientist","11","₹11,00,000 - ₹21,00,000","High","High","A Digital Marketing Scientist is an occupation specializing in scientist within the Digital Marketing domain. The automation risk for this role is currently rated at 11%.","2026-03-27 08:53:14.025718",,,"0",,,,,,"Scientist, Digital Marketing Specialist","AIVSME:ZDLIPWU"
"0444f746-a8ab-48f3-854b-c42b0f51a4a3","Biofuels/Biodiesel Technology and Product Development Managers","biofuelsbiodiesel-technology-and-product-development-managers","50","₹4,00,000 - ₹18,00,000","Steady","High","A Biofuels/Biodiesel Technology and Product Development Managers is a professional role involving various specialized tasks. The risk of automation is estimated at 50% based on market trends.","2026-03-27 08:53:06.472397",,,"0",,,,,,"Biofuels/Biodiesel Technology and Product Development Managers, Biofuels/Biodiesel Technology, Product Development Managers","AIVSME:YK3NSHI"
"04529f3b-5094-41f9-a047-6cd47c6affd5","Atmospheric and Space Scientists","atmospheric-and-space-scientists","38","₹4,00,000 - ₹18,00,000","High","High","A Atmospheric and Space Scientists is a professional role involving various specialized tasks. The risk of automation is estimated at 38% based on market trends.","2026-03-27 08:53:06.472397",,,"0",,,,,,"Atmospheric and Space Scientists, Atmospheric, Space Scientists","AIVSME:DW2GZWK"
"045ce524-e2f9-4a5a-a98f-266c3d7fbe16","Nanotechnology Researcher","nanotechnology-researcher","12","₹9,00,000 - ₹26,00,000","High","Very High","A Nanotechnology Researcher is an occupation specializing in researcher within the Nanotechnology domain. The automation risk for this role is currently rated at 12%.","2026-03-27 08:53:13.785498",,,"0",,,,,,"Researcher, Nanotechnology Specialist","AIVSME:AT9NUPS"
"04772aa3-183f-4496-b4f6-ba04e97ada37","Tourism Producer","tourism-producer","65","₹7,00,000 - ₹12,00,000","Steady","Medium","A Tourism Producer is an occupation specializing in producer within the Tourism domain. The automation risk for this role is currently rated at 65%.","2026-03-27 08:53:12.818987",,,"0",,,,,,"Producer, Tourism Specialist","AIVSME:Y4TXYD7"
"0495cd35-09bf-4033-982b-8d2f3b79248f","Telephone Operators","telephone-operators","57","₹4,00,000 - ₹18,00,000","Steady","Very High","A Telephone Operators is a professional role involving various specialized tasks. The risk of automation is estimated at 57% based on market trends.","2026-03-27 08:53:08.977539",,,"0",,,,,,"Telephone Operators","AIVSME:PVAWFEO"
"049cf12c-82bc-4768-9a88-e6081af7cd44","Rock Splitters, Quarry","rock-splitters-quarry","88","₹4,00,000 - ₹18,00,000","Declining","Medium","A Rock Splitters, Quarry is a professional role involving various specialized tasks. The risk of automation is estimated at 88% based on market trends.","2026-03-27 08:53:08.737783",,,"0",,,,,,"Rock Splitters, Quarry, Rock Splitters, Quarry","AIVSME:5T4P0KV"
"04ac7195-5194-42ed-9198-6609a5f0a146","Cabinetmakers and Bench Carpenters","cabinetmakers-and-bench-carpenters","47","₹4,00,000 - ₹18,00,000","Steady","Medium","A Cabinetmakers and Bench Carpenters is a professional role involving various specialized tasks. The risk of automation is estimated at 47% based on market trends.","2026-03-27 08:53:06.472397",,,"0",,,,,,"Cabinetmakers and Bench Carpenters, Cabinetmakers, Bench Carpenters","AIVSME:BYVI33M"
"04c185b1-bd40-432a-8bf4-d2d3a5f644b0","Cloud Computing Scientist","cloud-computing-scientist","81","₹10,00,000 - ₹21,00,000","Declining","Low","A Cloud Computing Scientist is an occupation specializing in scientist within the Cloud Computing domain. The automation risk for this role is currently rated at 81%.","2026-03-27 08:53:13.548008",,,"0",,,,,,"Scientist, Cloud Computing Specialist","AIVSME:Q93WOID"
"04c8173e-f3a2-4f5a-a4df-4c31b4743b7e","Public Policy Specialist","public-policy-specialist","78","₹5,00,000 - ₹21,00,000","Declining","Low","A Public Policy Specialist is an occupation specializing in specialist within the Public Policy domain. The automation risk for this role is currently rated at 78%.","2026-03-27 08:53:13.302902",,,"0",,,,,,"Specialist, Public Policy Specialist","AIVSME:CRDE2YI"
"051b5897-3377-4ff6-9878-2f99910784ce","Gaming Producer","gaming-producer","64","₹6,00,000 - ₹17,00,000","Steady","High","A Gaming Producer is an occupation specializing in producer within the Gaming domain. The automation risk for this role is currently rated at 64%.","2026-03-27 08:53:12.339728",,,"0",,,,,,"Producer, Gaming Specialist","AIVSME:RJ0QC54"
"051bb552-ea3d-4fc7-bb56-29af51aaa8b8","Transit and Railroad Police","transit-and-railroad-police","32","₹4,00,000 - ₹18,00,000","High","Very High","A Transit and Railroad Police is a professional role involving various specialized tasks. The risk of automation is estimated at 32% based on market trends.","2026-03-27 08:53:08.977539",,,"0",,,,,,"Transit and Railroad Police, Transit, Railroad Police","AIVSME:GL18TFT"
"0551cd91-e117-4e2d-b53d-0a1b19cee765","Design Technician","design-technician","92","₹11,00,000 - ₹12,00,000","Declining","Medium","A Design Technician is an occupation specializing in technician within the Design domain. The automation risk for this role is currently rated at 92%.","2026-03-27 08:53:12.818987",,,"0",,,,,,"Technician, Design Specialist","AIVSME:HWBLFNI"
"055fb16f-7f98-41a5-a099-418180fec7b3","Manufacturing Counsel","manufacturing-counsel","19","₹9,00,000 - ₹26,00,000","High","Medium","A Manufacturing Counsel is an occupation specializing in counsel within the Manufacturing domain. The automation risk for this role is currently rated at 19%.","2026-03-27 08:53:09.926005",,,"0",,,,,,"Counsel, Manufacturing Specialist","AIVSME:N2Q4IWM"
"05764590-4637-461c-b869-a561a09be9cc","Pump Operators, Except Wellhead Pumpers","pump-operators-except-wellhead-pumpers","16","₹4,00,000 - ₹18,00,000","High","High","A Pump Operators, Except Wellhead Pumpers is a professional role involving various specialized tasks. The risk of automation is estimated at 16% based on market trends.","2026-03-27 08:53:08.472347",,,"0",,,,,,"Pump Operators, Except Wellhead Pumpers, Pump Operators, Except Wellhead Pumpers","AIVSME:RBMEZ6X"
"059c4db8-66bb-463b-9e26-224aceb8809b","Medical and Clinical Laboratory Technologists","medical-and-clinical-laboratory-technologists","73","₹4,00,000 - ₹18,00,000","Declining","Low","A Medical and Clinical Laboratory Technologists is a professional role involving various specialized tasks. The risk of automation is estimated at 73% based on market trends.","2026-03-27 08:53:08.232549",,,"0",,,,,,"Medical and Clinical Laboratory Technologists, Medical, Clinical Laboratory Technologists","AIVSME:N4JO2SM"
"059cec50-1043-4632-a4e9-fc758c11a38c","Security Engineer","security-engineer","84","₹6,00,000 - ₹17,00,000","Declining","Medium","A Security Engineer is an occupation specializing in engineer within the Security domain. The automation risk for this role is currently rated at 84%.","2026-03-27 08:53:11.613189",,,"0",,,,,,"Engineer, Security Specialist","AIVSME:R5MBSWI"
"05bedad3-dcd5-4294-8ab4-02de35352a1a","Nanotechnology Instructor","nanotechnology-instructor","74","₹10,00,000 - ₹12,00,000","Declining","Medium","A Nanotechnology Instructor is an occupation specializing in instructor within the Nanotechnology domain. The automation risk for this role is currently rated at 74%.","2026-03-27 08:53:13.785498",,,"0",,,,,,"Instructor, Nanotechnology Specialist","AIVSME:HYHYM4Q"
"05bf248b-8bc0-434f-b301-c44831d14fb5","Fintech Expert","fintech-expert","1","₹5,00,000 - ₹20,00,000","High","Low","A Fintech Expert is an occupation specializing in expert within the Fintech domain. The automation risk for this role is currently rated at 1%.","2026-03-27 08:53:13.060418",,,"0",,,,,,"Expert, Fintech Specialist","AIVSME:VFZ3DQR"
"05c759c7-1abf-4451-bcc5-323bcdd155be","Design Advisor","design-advisor","56","₹7,00,000 - ₹25,00,000","Steady","Low","A Design Advisor is an occupation specializing in advisor within the Design domain. The automation risk for this role is currently rated at 56%.","2026-03-27 08:53:12.818987",,,"0",,,,,,"Advisor, Design Specialist","AIVSME:JAUCZVL"
